FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	-3.20224912354676	-2.62941662849445
tsk_1	tsk_1	-0.493995483143301	-0.850538428848331
tsk_2	tsk_2	-3.92046906947013	-2.8145734477193
tsk_3	tsk_3	-2.5542772165421	-1.95110886526193
tsk_4	tsk_4	-3.44152222694912	-2.24797746095804
tsk_5	tsk_5	-2.28060560347673	-1.43225940026455
tsk_6	tsk_6	-3.05198567530405	-2.44683350897341
tsk_7	tsk_7	-2.6654402724955	-2.20892088247218
tsk_8	tsk_8	-2.68990474750529	-2.0673096444158
tsk_9	tsk_9	-2.32490378333483	-2.11585305686351
tsk_10	tsk_10	-3.34225035982999	-2.50895673836537
tsk_11	tsk_11	-2.20115612778071	-1.18518709440336
tsk_12	tsk_12	-2.3777562318376	-1.57213264955907
tsk_13	tsk_13	-1.36316706920938	-1.14845198922607
tsk_14	tsk_14	-1.44641564416417	-0.947703208021677
tsk_15	tsk_15	-2.11717403338643	-1.12865230791353
tsk_16	tsk_16	-1.89220767017765	-2.10956147876844
tsk_17	tsk_17	-1.45434408794667	-0.937905681984331
tsk_18	tsk_18	-3.09366405613754	-3.01356151381303
tsk_19	tsk_19	-2.56759255228944	-2.17616404555955
tsk_20	tsk_20	-2.64522081371896	-2.16043444891288
tsk_21	tsk_21	0.0813379602155621	-0.672025445985721
tsk_22	tsk_22	-2.32764719823865	-2.2476383067924
tsk_23	tsk_23	-3.12910328470907	-2.68959068644667
tsk_24	tsk_24	-2.85384504435221	-1.87591506550962
tsk_25	tsk_25	-2.87389995553024	-2.40890154764963
tsk_26	tsk_26	-3.26663007421594	-2.83326066784819
tsk_27	tsk_27	-1.39083716484459	-0.97434628527441
tsk_28	tsk_28	-1.85781724557184	-1.21426066489011
tsk_29	tsk_29	-2.31574652526257	-2.28666294914551
tsk_30	tsk_30	-1.52534681785854	-1.46341461865277
tsk_31	tsk_31	-0.860234473251237	-1.52117311768628
tsk_32	tsk_32	-2.07158232347655	-1.28350929634978
tsk_33	tsk_33	-3.1838577739128	-2.56275123861127
tsk_34	tsk_34	-2.23665735177478	-1.77262116983015
tsk_35	tsk_35	-1.26819616451972	-0.865203336095088
tsk_36	tsk_36	-1.20698035371076	-1.00377119351647
tsk_37	tsk_37	-1.95294633216289	-1.06504985722262
tsk_38	tsk_38	-2.32206106704191	-2.41668416874895
tsk_39	tsk_39	-3.19160144416441	-2.46799289628754
tsk_40	tsk_40	-2.95225434534794	-2.56994786067839
tsk_41	tsk_41	-4.22217792191705	-3.2997722828034
tsk_42	tsk_42	-2.75419929756932	-2.49968370053266
tsk_43	tsk_43	-4.09353634847668	-2.82059393774217
tsk_44	tsk_44	-2.4492024668073	-1.90215210343498
tsk_45	tsk_45	-2.08485482342252	-1.79936602446713
tsk_46	tsk_46	-2.20026012104783	-1.43959204855399
tsk_47	tsk_47	-3.20113783595235	-2.5531622115307
tsk_48	tsk_48	-1.92269046714169	-1.6815775496048
tsk_49	tsk_49	-3.17406325291675	-2.36797822038544
tsk_50	tsk_50	-3.4895433706551	-3.14311651303005
tsk_51	tsk_51	-3.71754176692921	-3.27048426528614
tsk_52	tsk_52	-3.39917398753513	-3.20184041132162
tsk_53	tsk_53	-0.441242654463673	-0.900987170996011
tsk_54	tsk_54	-2.19556569237856	-1.32361824873749
tsk_55	tsk_55	-1.41562619778018	-1.28677115986517
tsk_56	tsk_56	-2.07825030525255	-1.90509356080527
tsk_57	tsk_57	-2.6299863644792	-1.56089376832308
tsk_58	tsk_58	-2.31991995126679	-2.02408418920581
tsk_59	tsk_59	-2.04091247842797	-1.9978511299152
tsk_60	tsk_60	-2.32407089177572	-2.08670063830779
tsk_61	tsk_61	-1.52054908443104	-1.26969953671901
tsk_62	tsk_62	-1.69070314594145	-1.79925513607935
tsk_63	tsk_63	-2.20789744741921	-1.97472575015895
tsk_64	tsk_64	-0.308622400243279	-0.315520645167873
tsk_65	tsk_65	-1.371419548435	-1.31718074079702
tsk_66	tsk_66	-2.91708946057084	-3.42559496523988
tsk_67	tsk_67	-3.49314526185752	-2.05416926779466
tsk_68	tsk_68	-2.24491501198322	-1.98235320663699
tsk_69	tsk_69	-1.349474631364	-1.50073876870509
tsk_70	tsk_70	-1.87927639308363	-1.68185912744024
tsk_71	tsk_71	-2.26879446806566	-1.9077507917489
tsk_72	tsk_72	-3.46073317608423	-2.7233737158856
tsk_73	tsk_73	-1.4512546345616	-0.987079818450721
tsk_74	tsk_74	-0.948641220582483	-0.562410259640319
tsk_75	tsk_75	-3.09409812431503	-2.47606262611087
tsk_76	tsk_76	-2.068566506999	-0.888923259753766
tsk_77	tsk_77	-2.38761024919666	-1.89295743429463
tsk_78	tsk_78	-0.217430451186794	0.193547367022955
tsk_79	tsk_79	-2.98267172463762	-2.18315884595393
tsk_80	tsk_80	-2.53005733694098	-2.16618058301998
tsk_81	tsk_81	-3.05234821175935	-1.94136789786234
tsk_82	tsk_82	-2.45585125786867	-2.11039519110467
tsk_83	tsk_83	-1.79321741887727	-1.97037278885322
tsk_84	tsk_84	-1.62864354860938	-1.00012111244921
tsk_85	tsk_85	-0.60321137373587	-1.04212569243234
tsk_86	tsk_86	-1.4327950014522	-0.63641910864101
tsk_87	tsk_87	-1.72352275398696	-1.63627872496824
tsk_88	tsk_88	-2.56487492068797	-2.05715752480213
tsk_89	tsk_89	-1.11564556832638	-0.0713800051421325
tsk_90	tsk_90	-1.8504174406616	-1.60391864962889
tsk_91	tsk_91	-4.16338527584693	-3.81945938633334
tsk_92	tsk_92	-2.54338824283469	-2.56841875382207
tsk_93	tsk_93	-1.54758933750485	-1.12901712184275
tsk_94	tsk_94	-0.844937418236362	-1.28710244008834
tsk_95	tsk_95	-2.47590762833535	-2.0193183181591
tsk_96	tsk_96	-2.13293445742655	-1.99698008863452
tsk_97	tsk_97	-2.2299984859963	-1.35404335857651
tsk_98	tsk_98	-2.29609178303315	-1.94692318529204
tsk_99	tsk_99	-2.61145736164543	-1.56210182900101
tsk_200	tsk_200	-2.54637526866987	-4.15079755093071
tsk_201	tsk_201	-2.7965512842626	-3.40065617762968
tsk_202	tsk_202	-2.8989543242707	-4.35779541344891
