FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	-1.12421233323951	-0.168205117023586
tsk_1	tsk_1	0.0165684216811938	-0.600439111870703
tsk_2	tsk_2	-1.4573800039508	-0.585280692652808
tsk_3	tsk_3	1.01692972466383	1.95410668815305
tsk_4	tsk_4	-1.68347343057737	-0.368106717621648
tsk_5	tsk_5	0.331619316754286	0.84364156438329
tsk_6	tsk_6	2.23136959817804	2.47968407111743
tsk_7	tsk_7	0.925751666552325	1.80359012789703
tsk_8	tsk_8	-0.755315545561918	-0.243099607785609
tsk_9	tsk_9	2.32324393252298	2.61816395695163
tsk_10	tsk_10	0.432045087704445	1.06722746121144
tsk_11	tsk_11	-0.317933223631132	0.516789941014086
tsk_12	tsk_12	-0.375545600518528	0.347743121483546
tsk_13	tsk_13	-1.04780387718619	-0.831687379808888
tsk_14	tsk_14	1.01247578602876	1.79561730184888
tsk_15	tsk_15	0.35769972853853	1.35154132849742
tsk_16	tsk_16	0.521886965567081	0.480017058430978
tsk_17	tsk_17	1.72239927705026	1.96844847656712
tsk_18	tsk_18	1.34030195571568	1.28378559033258
tsk_19	tsk_19	0.284700445715248	0.996340630484597
tsk_20	tsk_20	1.75047102603574	1.83944249986422
tsk_21	tsk_21	0.948078777219675	0.436792364384603
tsk_22	tsk_22	1.68257292026583	1.8639072103258
tsk_23	tsk_23	1.41537358064152	1.99426244711576
tsk_24	tsk_24	-2.10003036067283	-0.958085135154744
tsk_25	tsk_25	1.38312786878943	2.04118949777756
tsk_26	tsk_26	1.12106051332309	1.66143690735983
tsk_27	tsk_27	0.591645401441484	0.997064445992339
tsk_28	tsk_28	0.25457916791782	0.39011781338317
tsk_29	tsk_29	1.18514017349544	1.28827753956467
tsk_30	tsk_30	0.274534331571211	0.36372670001285
tsk_31	tsk_31	0.653430939646045	0.209354475548896
tsk_32	tsk_32	0.10971042250845	0.565541527240521
tsk_33	tsk_33	0.19598142285505	1.05508213501199
tsk_34	tsk_34	-1.99807813906591	-1.58518464350483
tsk_35	tsk_35	-0.657322101946612	-0.0995671052331227
tsk_36	tsk_36	0.488148582581937	0.34390306391987
tsk_37	tsk_37	1.65846944397085	2.19818785011171
tsk_38	tsk_38	2.31392316505983	2.38270980552616
tsk_39	tsk_39	1.38361532627053	2.21662972813359
tsk_40	tsk_40	2.41233365672666	2.8553232490026
tsk_41	tsk_41	-1.53839892826939	-0.603061149030771
tsk_42	tsk_42	1.60172007236272	1.82552004439296
tsk_43	tsk_43	-0.558002773876181	0.722744061767504
tsk_44	tsk_44	-0.0145015664111686	0.655479353833182
tsk_45	tsk_45	2.01882006580962	2.35898211463866
tsk_46	tsk_46	-0.915762513596969	0.0223073684469873
tsk_47	tsk_47	1.60567882666511	1.47013223736912
tsk_48	tsk_48	0.899543343816333	1.16068470907284
tsk_49	tsk_49	0.276529399219948	0.973007251352278
tsk_50	tsk_50	0.405490116106993	1.21644157255139
tsk_51	tsk_51	0.5321306191993	0.998282879025472
tsk_52	tsk_52	1.57523196607625	1.89012079014866
tsk_53	tsk_53	-0.321501188160669	-0.9499689489613
tsk_54	tsk_54	-0.312743258948585	0.654151118089786
tsk_55	tsk_55	1.32302240607833	1.54315327629792
tsk_56	tsk_56	1.13601549209777	1.30730838001762
tsk_57	tsk_57	0.233501177221851	1.38455260259214
tsk_58	tsk_58	0.41932759369242	0.537550765891939
tsk_59	tsk_59	0.389871737936225	0.821820287639626
tsk_60	tsk_60	1.69572029444056	2.12174654725944
tsk_61	tsk_61	1.24791436209433	1.27074265635638
tsk_62	tsk_62	1.04498111363901	0.953239296224439
tsk_63	tsk_63	1.26850900490552	1.52757338871388
tsk_64	tsk_64	1.54046339322005	1.59587319417355
tsk_65	tsk_65	0.136454916437095	0.00387420016358775
tsk_66	tsk_66	2.6499215796868	2.1993551400725
tsk_67	tsk_67	0.0385656457379632	1.37187735077138
tsk_68	tsk_68	-0.802836668492718	-0.8510755014496
tsk_69	tsk_69	0.694608721848115	0.601020578937
tsk_70	tsk_70	0.703354175279972	1.19669444696708
tsk_71	tsk_71	0.647799461884084	1.20721196963308
tsk_72	tsk_72	0.818273983539586	1.50822989214818
tsk_73	tsk_73	-0.358992525821687	0.28237620489542
tsk_74	tsk_74	0.636449491911481	1.04608099289583
tsk_75	tsk_75	-0.702363635287708	0.0931007652058664
tsk_76	tsk_76	-0.985694621606244	-0.189357725512544
tsk_77	tsk_77	0.8871344817616	1.63804260161521
tsk_78	tsk_78	0.839983687426231	1.23221534851906
tsk_79	tsk_79	-0.951039065525538	-0.155960025410082
tsk_80	tsk_80	-0.643031614200046	-0.0364742826400465
tsk_81	tsk_81	-0.0745664318597088	1.13032556361508
tsk_82	tsk_82	0.358005183009807	1.08737323963525
tsk_83	tsk_83	0.698446665640591	0.469599260645859
