FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	-1.30553593276179	2.43158469544346
tsk_1	tsk_1	-0.361083630981134	0.813565986655435
tsk_2	tsk_2	-0.535692985012996	1.27133575522023
tsk_3	tsk_3	1.26632268104653	0.496791207569754
tsk_4	tsk_4	1.8194924215378	0.391678951204727
tsk_5	tsk_5	-1.52918372516657	0.527005804961724
tsk_6	tsk_6	0.0988785208992053	0.663973370015281
tsk_7	tsk_7	-0.775781492229355	1.07383232754224
tsk_8	tsk_8	-0.684532192695403	1.45148535156928
tsk_9	tsk_9	0.263521837685369	1.60471473374585
tsk_10	tsk_10	-1.03926818369504	1.73028005471721
tsk_11	tsk_11	-1.83846026899274	0.221717891790155
tsk_12	tsk_12	-0.682416870697455	0.255539775195611
tsk_13	tsk_13	-0.071581508158607	0.969874320965763
tsk_14	tsk_14	0.871500648937392	0.885457468695894
tsk_15	tsk_15	0.25749193111996	0.430761710763347
tsk_16	tsk_16	-0.0317099232108685	0.422379337290006
tsk_17	tsk_17	-0.539023887999574	0.284364058518702
tsk_18	tsk_18	-1.42681446400097	0.71184214894142
tsk_19	tsk_19	-1.85310777243407	1.72882992567625
tsk_20	tsk_20	-0.170979160971445	1.71599531379946
tsk_21	tsk_21	0.745277032885338	1.99894550573951
tsk_22	tsk_22	-0.927697733692294	1.46386080589396
tsk_23	tsk_23	0.79095685828634	0.70039006850553
tsk_24	tsk_24	1.48423857818856	0.633312239947764
tsk_25	tsk_25	-1.11267980598872	0.347573282778878
tsk_26	tsk_26	-0.548333318949841	1.33591952235607
tsk_27	tsk_27	-1.43873178156001	1.19319876413973
tsk_28	tsk_28	-1.25957971777899	0.242500016412661
tsk_29	tsk_29	0.220774321440378	1.62411762989182
tsk_30	tsk_30	-1.74390207296559	0.556936361794769
tsk_31	tsk_31	0.605173636964386	0.697767992050664
tsk_32	tsk_32	0.717619490435445	1.84034374097472
tsk_33	tsk_33	-0.0544078308161767	0.833802284076589
tsk_34	tsk_34	0.204778570527265	1.41200420144101
tsk_35	tsk_35	1.76449721304876	1.29136292838659
tsk_36	tsk_36	0.209144435023037	0.70650216492478
tsk_37	tsk_37	0.521470468481507	1.04834376132186
tsk_38	tsk_38	2.16600220780225	0.342103173233805
tsk_39	tsk_39	-2.95777498671392	-0.203841605634579
tsk_40	tsk_40	-1.01145408534376	2.53908289168766
tsk_41	tsk_41	1.1620024994089	-0.428367684647211
tsk_42	tsk_42	-0.493943801565901	0.604745950614152
tsk_43	tsk_43	-1.68735023467825	0.0789423302091655
tsk_44	tsk_44	1.12630953381053	0.725725458531984
tsk_45	tsk_45	-0.330874154552647	1.18897529102925
tsk_46	tsk_46	0.164480154056046	0.431748822710025
tsk_47	tsk_47	-0.639973767855816	0.0970203322316865
tsk_48	tsk_48	-1.65789743103812	0.269811706035255
tsk_49	tsk_49	-0.686125706659056	0.292960678241407
tsk_50	tsk_50	-0.864296665568496	1.24911190834957
tsk_51	tsk_51	0.111637453584391	0.523886272960945
tsk_52	tsk_52	-0.634125419050851	1.3522792982842
