Qx_random	p_random	REP
0.230037434155862	0.631496073020216	M1
0.774408931013739	0.378856560601745	M2
0.237041426581519	0.62635116620971	M3
5.18791177661718	0.0227445299015624	M4
0.0448551447762603	0.832270611294449	M5
0.106921755860523	0.743676263166572	M6
1.64602440343806	0.199500895910911	M7
0.269146699691114	0.603904748442633	M8
6.91642021057108	0.00854077810188422	M9
1.98316760610377	0.159057103418905	M10
0.770823275368206	0.379962485951419	M11
1.09944913459516	0.294387028012116	M12
3.48018405471458	0.0621078314536149	M13
2.3578462906793	0.124654180546863	M14
5.65810233227408	0.0173749123411642	M15
1.00068271404639	0.31714536742232	M16
2.40174808450753	0.121199748684651	M17
1.33354233326636	0.248176009425708	M18
0.00964217824641868	0.921777775262698	M19
0.542602621963317	0.461356112536625	M20
0.152571857465971	0.696089615863016	M21
0.108163986783118	0.742244171235751	M22
3.44022910647096	0.0636268690333495	M23
0.271166006522043	0.602550675704982	M24
2.05654399166358	0.151553558736353	M25
0.303986184854576	0.581394165448311	M26
0.00845497246109769	0.926737031143103	M27
0.171018689269806	0.679208048720728	M28
2.58255158700766	0.108047366473439	M29
3.37196625503803	0.0663145649907126	M30
0.149464358286493	0.699047763052898	M31
0.0362100685559176	0.84908233311105	M32
7.33262672540126	0.00677140255789802	M33
0.490292462289952	0.483796872728586	M34
0.0887206148855818	0.7658099731095	M35
4.97659658396034	0.0256924796388355	M36
0.122212106680711	0.726647556267558	M37
0.00319694389273515	0.954910417353118	M38
2.50872341136425	0.113217612511618	M39
0.121024603633963	0.727925870283133	M40
0.645701750656227	0.421653620709086	M41
0.578423245822832	0.446931022713762	M42
0.329511992920375	0.565946585704707	M43
0.724546462295045	0.394656624313662	M44
9.19726076092383	0.00242377554757903	M45
0.94269049492068	0.33158687440423	M46
0.157665263460805	0.691315211751461	M47
2.70472994754548	0.100051022712958	M48
1.47464062998553	0.224614931751905	M49
0.541066151233396	0.461991214408198	M50
4.24590966242858	0.0393449863754386	M51
0.529491810887554	0.466820591101973	M52
0.415827621302547	0.519026356757131	M53
1.60619371847151	0.205027674389301	M54
0.346438487599889	0.556136173010542	M55
1.99514266590294	0.157804205545275	M56
0.235958921352519	0.627140152234425	M57
0.257213840442558	0.612040777603279	M58
0.89261887891549	0.344768601978525	M59
0.398113972351431	0.528064890891196	M60
0.150573837385875	0.697987580860215	M61
1.31779716979308	0.250987772773931	M62
14.1317916499968	0.000170438780609888	M63
4.80046157358578	0.0284521132639404	M64
1.73651984356147	0.187580390376611	M65
0.0234794432274701	0.878216873871858	M66
0.450990830948805	0.501864799755033	M67
0.133551402699291	0.714777872095207	M68
0.0936854925715838	0.759543080887095	M69
0.579687708085032	0.446434755425816	M70
0.193169661242604	0.660291525850752	M71
2.38650456901503	0.122387009745609	M72
6.88608680274229	0.00868692336803405	M73
0.0844657713987559	0.77133434685771	M74
0.572714289144529	0.449182341672883	M75
0.801104014930055	0.370763492077524	M76
0.00644148395364916	0.936031380826176	M77
0.027126668169141	0.869178735392692	M78
1.11524293186344	0.290945084493833	M79
0.146407241508557	0.701992645824679	M80
0.00774474859819394	0.929873295619757	M81
0.918354279074816	0.337907456173834	M82
0.519496333054328	0.471056611066316	M83
1.97029140607175	0.160416934253256	M84
0.74811925940673	0.387072338401299	M85
0.546111715448938	0.459910811886619	M86
3.29397231282674	0.0695346079281166	M87
0.937046225591317	0.33303863631848	M88
0.0929486999931371	0.760461438967039	M89
0.739593952926926	0.389790980514788	M90
0.833502449804663	0.361261710445565	M91
0.000132573454300529	0.990813316554362	M92
1.00825216472155	0.315321930642929	M93
0.103353581386636	0.747841727390499	M94
0.167188014608762	0.682623095968359	M95
0.0654522831932922	0.79807713623692	M96
4.54610276740218	0.032993762945947	M97
1.18240484815295	0.276866959544895	M98
7.13548812160848	0.00755730681097571	M99
1.96621893011873	0.160849773790754	M100
0.852034611584331	0.355977392553188	M101
0.00827691996084092	0.927510406177688	M102
0.238226267209992	0.625490143279709	M103
4.7437129321398e-05	0.994504644056011	M104
0.145192735433559	0.703172346932371	M105
0.24666307142479	0.619434574500921	M106
1.84490724623763	0.174376875417631	M107
0.369666315968358	0.543186210711178	M108
4.15234755597945	0.0415768439539718	M109
0.501524300079227	0.478831122600505	M110
1.14944009745071	0.283666387491385	M111
3.60627813607571	0.0575618057176463	M112
3.87808213187894	0.0489204099900084	M113
2.9549725522752	0.0856137600848611	M114
0.0288579264389867	0.865107491497351	M115
0.00544270949737945	0.941189641708671	M116
0.119555061689967	0.729517562835787	M117
0.16352556456261	0.685931141221358	M118
0.203509674049107	0.651902728618187	M119
1.29401602958421	0.255309164573464	M120
0.162983941074965	0.686424002258012	M121
0.545898342559581	0.459998489253783	M122
0.140599813146062	0.707685443556746	M123
2.14892999000126	0.142669288653706	M124
4.02822857171251	0.0447448998074918	M125
0.507690128411815	0.476140495061642	M126
0.30200743460349	0.582626667960295	M127
1.38825566399158	0.238699897188561	M128
0.322524505452772	0.570094444846458	M129
1.79361939526229	0.180485796923455	M130
2.12989702097259	0.144450460185209	M131
0.0597183395750994	0.8069416712722	M132
2.27334097557698	0.131615898694615	M133
0.313472684860111	0.57555698427368	M134
1.28775399309899	0.25646227402908	M135
0.056656775427141	0.811860278907044	M136
5.64134795363532	0.0175417155279732	M137
3.65710534459454	0.0558305517755676	M138
4.7198196922464	0.0298168695238668	M139
0.67513891807827	0.411265662965245	M140
1.9078613515675	0.167201016810684	M141
1.19622627435755	0.274077231090157	M142
5.74273312520048	0.0165570091294771	M143
0.0602757231250531	0.806060678466696	M144
0.807096996406443	0.368979918837378	M145
0.227996030686587	0.633013739064987	M146
2.88349845952809	0.0894913983742739	M147
0.193594977957922	0.659941240663676	M148
0.586033339566404	0.443957114003892	M149
0.373651873985637	0.541020382077651	M150
0.391660731489297	0.531427740126422	M151
1.53366865379375	0.215562679196503	M152
0.552305577901066	0.457377163590592	M153
0.0415150161915378	0.83854703836417	M154
0.00945506410318602	0.922538063265789	M155
0.00667528622637583	0.934883350057217	M156
0.243104022277542	0.621973160340321	M157
0.162957387821875	0.686448189394364	M158
3.81012446723299	0.0509436647248837	M159
0.641747072733221	0.423078864043682	M160
0.703365133848308	0.401655265499469	M161
0.117950076624833	0.731268519705733	M162
0.313973007945029	0.575252360687518	M163
0.107715078982558	0.742760633305732	M164
0.0535041466333482	0.81707426301685	M165
0.0246870255383958	0.875149445153123	M166
0.0461814664631369	0.829846270887997	M167
4.27290908369049	0.0387245800345603	M168
0.252801399930211	0.615109396755286	M169
0.000592788613506863	0.980575623730423	M170
0.624875791829547	0.429241160884994	M171
0.147657478192706	0.700784082939506	M172
0.587861032167987	0.44324743828969	M173
0.203408815096869	0.65198330452363	M174
0.00449439165885067	0.946549680943159	M175
0.111479657075551	0.73846581498804	M176
0.0134808879203218	0.907567562061028	M177
0.00159570926558593	0.96813591470887	M178
0.91628829529114	0.338451435734484	M179
0.0142004354370718	0.905144175542067	M180
1.22281867325408	0.268808194760203	M181
0.77526293850908	0.378593828334175	M182
2.66889030962475	0.102327348067205	M183
1.12683022980288	0.288452467864447	M184
0.647895437392065	0.420866121989065	M185
13.6874633987901	0.000215890880925542	M186
0.262715938408686	0.608260378528972	M187
0.0169528503388847	0.896405732629684	M188
5.05877217999889	0.0245015905824039	M189
0.548756891613878	0.458826072828187	M190
0.0565569576961465	0.81202298028104	M191
0.13717416624224	0.711106592859303	M192
2.11621680239087	0.145746172365156	M193
0.00289221588490398	0.957110981289406	M194
0.13554341785441	0.712752281400241	M195
0.00973545826234908	0.921401539011285	M196
0.358028154076982	0.54960339283914	M197
4.13968748613657	0.0418889021090958	M198
0.004727934940157	0.945180673466032	M199
2.71739554527829	0.0992598564977621	M200
0.00567561122442348	0.939946859775783	M201
0.827398920522541	0.363025738171813	M202
2.74414311200102	0.0976113915349929	M203
0.471762880415829	0.492177277138784	M204
2.07536603872187	0.149694023811277	M205
0.0758353408651963	0.783022639175202	M206
2.40783304173105	0.120729382898956	M207
1.15300290187156	0.28292141829197	M208
0.0452403856513282	0.831562625039584	M209
2.01380750833856	0.155873695112452	M210
0.140695679351098	0.70759039009244	M211
0.497809722695129	0.480464095158845	M212
0.403924957895608	0.525069174965665	M213
