FID	IID	pheno_random	pheno_strat
tsk_0	tsk_0	3.28581181896641	3.93216041219705
tsk_1	tsk_1	1.95849381066899	2.49671232821165
tsk_2	tsk_2	1.69896401919264	2.72910929772073
tsk_3	tsk_3	1.16661187484112	1.79022110153167
tsk_4	tsk_4	2.18724570201373	2.14851663214579
tsk_5	tsk_5	2.30704511210619	2.71949575066786
tsk_6	tsk_6	1.73019684290749	2.76736003964737
tsk_7	tsk_7	1.92470023089291	2.17864140098582
tsk_8	tsk_8	0.823257737235667	1.72871748576335
tsk_9	tsk_9	2.0359633800791	2.64615971793381
tsk_10	tsk_10	2.9258506466639	2.84243626916983
tsk_11	tsk_11	2.05293770133531	2.08030258527904
tsk_12	tsk_12	2.53017726228763	2.97901505512027
tsk_13	tsk_13	1.98799343763221	1.73155023924092
tsk_14	tsk_14	0.0256505371589086	-0.0306131893921548
tsk_15	tsk_15	3.23374968447844	3.59954531437524
tsk_16	tsk_16	0.881870372468823	1.66183410394905
tsk_17	tsk_17	1.67182729952658	2.03126388194263
tsk_18	tsk_18	0.762892716492976	0.457518913943848
tsk_19	tsk_19	2.30892619335742	2.4360678799948
tsk_20	tsk_20	1.37480248096259	1.89686750198682
tsk_21	tsk_21	1.41380969203014	2.66432904325289
tsk_22	tsk_22	1.07511720465328	1.56842154150697
tsk_23	tsk_23	0.325971698665196	1.71936403868324
tsk_24	tsk_24	1.77148349714327	2.75407139682875
tsk_25	tsk_25	1.69219944188246	2.34234080682505
tsk_26	tsk_26	1.76352390724824	2.55177325784246
tsk_27	tsk_27	1.94273670230342	2.85060975263692
tsk_28	tsk_28	1.94113961742588	2.58306627176708
tsk_29	tsk_29	1.89086317975718	2.52568250944397
tsk_30	tsk_30	0.735325686804378	2.01439907173339
tsk_31	tsk_31	1.41074064695767	1.99566882685878
tsk_32	tsk_32	1.92275781296916	2.17050193094083
tsk_33	tsk_33	2.02611563910431	2.26353947831071
tsk_34	tsk_34	0.209929615348258	1.2906332990284
tsk_35	tsk_35	0.486510061125705	1.50535006493183
tsk_36	tsk_36	2.64655316559107	2.86893013294802
tsk_37	tsk_37	0.69845027672659	1.76061600128361
tsk_38	tsk_38	2.1526830985336	3.15397157816822
tsk_39	tsk_39	0.176545540567123	0.658290492887212
tsk_40	tsk_40	1.622418372855	1.44957667350743
tsk_41	tsk_41	2.33681444381218	3.09222942964688
tsk_42	tsk_42	2.3438404632872	3.45302943398362
tsk_43	tsk_43	2.72451394633067	2.57122268948255
tsk_44	tsk_44	2.42901878629167	3.59466485348395
tsk_45	tsk_45	3.23728016727695	3.31855714227241
tsk_46	tsk_46	1.63071405066422	1.86323405152555
tsk_47	tsk_47	1.90869083398677	2.5445414402842
tsk_48	tsk_48	3.47344482143128	4.0926381860304
tsk_49	tsk_49	3.40247917510752	3.7814815789821
tsk_50	tsk_50	2.74383262287614	3.30183853949233
tsk_51	tsk_51	1.6672702941035	2.6373851556408
tsk_52	tsk_52	0.691917499672408	0.339589528858761
tsk_53	tsk_53	3.1863971991255	2.43596173488411
tsk_54	tsk_54	1.28837397444325	1.42418627559225
tsk_55	tsk_55	2.99552879753147	2.85875506844535
tsk_56	tsk_56	1.31827141763111	2.12616882698264
tsk_57	tsk_57	2.24205603765973	2.14613756799193
tsk_58	tsk_58	1.55442155214086	2.42548886538663
tsk_59	tsk_59	1.10714654180909	1.17240637105332
tsk_60	tsk_60	0.474489406278585	1.29472772780724
tsk_61	tsk_61	1.93923332463619	2.32236958358229
tsk_62	tsk_62	0.385719171403654	0.944651419799811
tsk_63	tsk_63	2.19185191681116	2.16721240305787
tsk_64	tsk_64	2.15176610337762	1.82391556422356
tsk_65	tsk_65	2.22991298570653	1.98282892840745
tsk_66	tsk_66	3.18316285671637	3.35751533141365
tsk_67	tsk_67	3.47885088954281	4.14936778273712
tsk_68	tsk_68	2.1220200000193	2.10889911987928
tsk_69	tsk_69	1.46535909812614	2.55245922206739
tsk_70	tsk_70	2.46003949871326	2.98469472655677
tsk_71	tsk_71	0.955142411032203	1.97669974440073
tsk_72	tsk_72	0.530631125496275	1.64597582985013
tsk_73	tsk_73	0.339867631210396	0.721461483574652
tsk_74	tsk_74	1.38339745238237	2.30205237560175
tsk_75	tsk_75	2.62177335040474	2.31203082316222
tsk_76	tsk_76	0.397143243498034	1.34357717375923
tsk_77	tsk_77	1.90251202157871	2.43284267290077
tsk_78	tsk_78	2.71647806691961	3.51303387112184
tsk_79	tsk_79	2.84777273696074	2.69866242662427
tsk_80	tsk_80	0.298443103854163	0.399242329583834
tsk_81	tsk_81	2.04358249529711	3.01626354816381
tsk_82	tsk_82	3.78422480274911	3.49469901505299
tsk_83	tsk_83	2.29100319067782	2.66845926867194
tsk_84	tsk_84	2.1970402571635	2.28083310914309
tsk_85	tsk_85	2.39594046601611	2.67423911890848
tsk_86	tsk_86	2.22019665772036	2.27062856656289
tsk_87	tsk_87	3.91533908876803	3.38386069536038
tsk_88	tsk_88	1.2294684763098	2.2142975792777
tsk_89	tsk_89	1.46827519101341	1.78331615407785
tsk_90	tsk_90	0.349302869208053	1.16493521686757
tsk_91	tsk_91	1.04172855828292	1.65343824243401
